"id","description","last_updated"
"339656","Roll, whole wheat, hamburger bun","2019-04-01"
"339657","Roll, whole grain white","2019-04-01"
"339658","Roll, whole grain white, hot dog bun","2019-04-01"
"339659","Roll, whole grain white, hamburger bun","2019-04-01"
"339660","Bread, rye","2019-04-01"
"339661","Bread, rye, toasted","2019-04-01"
"339662","Bread, marble rye and pumpernickel","2019-04-01"
"339663","Bread, marble rye and pumpernickel, toasted","2019-04-01"
"339664","Bread, rye, reduced calorie and/or high fiber","2019-04-01"
"339665","Bread, rye, reduced calorie and/or high fiber, toasted","2019-04-01"
"339666","Muffin, English, rye","2019-04-01"
"339667","Bread, pumpernickel","2019-04-01"
"339668","Bread, pumpernickel, toasted","2019-04-01"
"339669","Bagel, pumpernickel","2019-04-01"
"339670","Muffin, English, pumpernickel","2019-04-01"
"339671","Bread, black","2019-04-01"
"339672","Bread, black, toasted","2019-04-01"
"339673","Roll, rye","2019-04-01"
"339674","Roll, pumpernickel","2019-04-01"
"339675","Bread, oatmeal","2019-04-01"
"339676","Bread, oatmeal, toasted","2019-04-01"
"339677","Bread, oat bran","2019-04-01"
"339678","Bread, oat bran, toasted","2019-04-01"
"339679","Bread, oat bran, reduced calorie and/or high fiber","2019-04-01"
"339680","Bread, oat bran, reduced calorie and/or high fiber, toasted","2019-04-01"
"339681","Bagel, oat bran","2019-04-01"
"339682","Roll, oatmeal","2019-04-01"
"339683","Muffin, English, oat bran","2019-04-01"
"339684","Muffin, English, oat bran, with raisins","2019-04-01"
"339685","Bread, multigrain, toasted","2019-04-01"
"339686","Bread, multigrain","2019-04-01"
"339687","Bread, multigrain, with raisins","2019-04-01"
"339688","Bread, multigrain, with raisins, toasted","2019-04-01"
"339689","Bread, multigrain, reduced calorie and/or high fiber","2019-04-01"
"339690","Bread, multigrain, reduced calorie and/or high fiber, toasted","2019-04-01"
"339691","Roll, multigrain","2019-04-01"
"339692","Roll, multigrain, hot dog bun","2019-04-01"
"339693","Roll, multigrain, hamburger bun","2019-04-01"
"339694","Bagel, multigrain","2019-04-01"
"339695","Bagel, multigrain, with raisins","2019-04-01"
"339696","Muffin, English, multigrain","2019-04-01"
"339697","Bread, barley","2019-04-01"
"339698","Bread, barley, toasted","2019-04-01"
"339699","Bread, soy","2019-04-01"
"339700","Bread, soy, toasted","2019-04-01"
"339701","Bread, sunflower meal","2019-04-01"
"339702","Bread, sunflower meal, toasted","2019-04-01"
"339703","Bread, rice","2019-04-01"
"339704","Bread, rice, toasted","2019-04-01"
"339705","Injera (American-style Ethiopian bread)","2019-04-01"
"339706","Bread, gluten free","2019-04-01"
"339707","Bread, gluten free, toasted","2019-04-01"
"339708","Roll, gluten free","2019-04-01"
"339709","Biscuit, baking powder or buttermilk type, NS as to made from mix, refrigerated dough, or home recipe","2019-04-01"
"339710","Biscuit dough, fried","2019-04-01"
"339711","Crumpet","2019-04-01"
"339712","Crumpet, toasted","2019-04-01"
"339713","Biscuit, baking powder or buttermilk type, made from mix","2019-04-01"
"339714","Biscuit, baking powder or buttermilk type, made from refrigerated dough, lowfat","2019-04-01"
"339715","Biscuit, baking powder or buttermilk type, made from refrigerated dough","2019-04-01"
"339716","Biscuit, baking powder or buttermilk type, commercially baked","2019-04-01"
"339717","Biscuit, baking powder or buttermilk type, made from home recipe","2019-04-01"
"339718","Biscuit, whole wheat","2019-04-01"
"339719","Biscuit, cheese","2019-04-01"
"339720","Biscuit, cinnamon-raisin","2019-04-01"
"339721","Scone","2019-04-01"
"339722","Scone, with fruit","2019-04-01"
"339723","Cornbread, prepared from mix","2019-04-01"
"339724","Cornbread, made from home recipe","2019-04-01"
"339726","Cornbread muffin, stick, round","2019-04-01"
"339727","Cornbread muffin, stick, round, made from home recipe","2019-04-01"
"339728","Corn flour patty or tart, fried","2019-04-01"
"339729","Corn pone, baked","2019-04-01"
"339730","Corn pone, fried","2019-04-01"
"339731","Gordita/sope shell, plain, no filling","2019-04-01"
"339732","Hush puppy","2019-04-01"
"339733","Johnnycake","2019-04-01"
"339734","Spoonbread","2019-04-01"
"339735","Tortilla, NFS","2019-04-01"
"339736","Tortilla, corn","2019-04-01"
"339737","Tortilla, flour (wheat)","2019-04-01"
"339738","Tortilla, whole wheat","2019-04-01"
"339739","Taco shell, corn","2019-04-01"
"339740","Taco shell, flour","2019-04-01"
"339741","Cornmeal bread, Dominican style (Arepa Dominicana)","2019-04-01"
"339742","Muffin, NFS","2019-04-01"
"339743","Muffin, fruit ","2019-04-01"
"339744","Muffin, fruit, low fat","2019-04-01"
"339745","Muffin, chocolate chip","2019-04-01"
"339746","Muffin, chocolate","2019-04-01"
"339747","Muffin, whole wheat","2019-04-01"
"339748","Muffin, wheat","2019-04-01"
"339749","Muffin, whole grain","2019-04-01"
"339750","Muffin, wheat bran","2019-04-01"
"339751","Muffin, bran with fruit, lowfat","2019-04-01"
"339752","Muffin, oatmeal","2019-04-01"
"339753","Muffin, oat bran","2019-04-01"
"339754","Muffin, plain","2019-04-01"
"339755","Muffin, cheese","2019-04-01"
"339756","Muffin, pumpkin","2019-04-01"
"339757","Muffin, zucchini","2019-04-01"
"339758","Muffin, carrot","2019-04-01"
"339759","Popover","2019-04-01"
"339760","Bread, Boston Brown","2019-04-01"
"339761","Bread, nut","2019-04-01"
"339762","Bread, pumpkin","2019-04-01"
"339763","Bread, fruit","2019-04-01"
"339764","Bread, zucchini","2019-04-01"
"339765","Bread, Irish soda","2019-04-01"
"340034","Blintz, cheese-filled","2019-04-01"
"340035","Blintz, fruit-filled","2019-04-01"
"340062","Crepe, dessert type, NS as to filling","2019-04-01"
"340063","Crepe, dessert type, chocolate-filled","2019-04-01"
"340064","Crepe, dessert type, fruit-filled","2019-04-01"
"340065","Crepe suzette","2019-04-01"
"340066","Crepe, dessert type, ice cream-filled","2019-04-01"
"340282","Pancakes, plain","2019-04-01"
"340283","Pancakes, reduced calorie, high fiber","2019-04-01"
"340284","Pancakes, plain, reduced fat","2019-04-01"
"340285","Pancakes, plain, fat free","2019-04-01"
"340286","Pancakes, with fruit","2019-04-01"
"340287","Pancakes, with chocolate chips","2019-04-01"
"340288","Pancakes, buckwheat","2019-04-01"
"340289","Pancakes, cornmeal","2019-04-01"
"340290","Pancakes, whole wheat","2019-04-01"
"340291","Pancakes, whole wheat, reduced fat","2019-04-01"
"340292","Pancakes, whole wheat, fat free","2019-04-01"
"340293","Pancakes, sour dough","2019-04-01"
"340294","Pancakes, rye","2019-04-01"
"340295","Pancakes, gluten free","2019-04-01"
"340296","Waffle, plain","2019-04-01"
"340297","Waffle, wheat, bran, or multigrain","2019-04-01"
"340298","Waffle, fruit","2019-04-01"
"340299","Waffle, nut and honey","2019-04-01"
"340300","Waffle, chocolate chip","2019-04-01"
"340301","Waffle, cornmeal","2019-04-01"
"340302","Waffle, whole wheat or whole grain","2019-04-01"
"340303","Waffle, oat bran","2019-04-01"
"340304","Waffle, multi-bran","2019-04-01"
"340305","Waffle, gluten free","2019-04-01"
"340306","Waffle, plain, fat free","2019-04-01"
"340307","Waffle, plain, lowfat","2019-04-01"
"340308","Waffle, whole wheat, lowfat","2019-04-01"
"340309","French toast, plain","2019-04-01"
"340310","French toast sticks, plain","2019-04-01"
"340311","Bread fritters, Puerto Rican style (Torrejas gallegas, Galician fritters)","2019-04-01"
"340312","Crepe, plain","2019-04-01"
"340313","Flour and water patty","2019-04-01"
"340316","Dumpling, plain","2019-04-01"
"340319","Dosa (Indian), plain","2019-04-01"
"340323","Macaroni, cooked, NS as to fat added in cooking","2019-04-01"
"340324","Macaroni, cooked, fat not added in cooking","2019-04-01"
"340325","Macaroni, cooked, fat added in cooking","2019-04-01"
"340326","Macaroni, whole wheat, cooked, NS as to fat added in cooking","2019-04-01"
"340327","Macaroni, whole wheat, cooked, fat not added in cooking","2019-04-01"
"340328","Macaroni, whole wheat, cooked, fat added in cooking","2019-04-01"
"340329","Macaroni, cooked, spinach, NS as to fat added in cooking","2019-04-01"
"340330","Macaroni, cooked, spinach, fat not added in cooking","2019-04-01"
"340331","Macaroni, cooked, spinach, fat added in cooking","2019-04-01"
"340332","Macaroni, cooked, vegetable, NS as to fat added in cooking","2019-04-01"
"340333","Macaroni, cooked, vegetable, fat not added in cooking","2019-04-01"
"340334","Macaroni, cooked, vegetable, fat added in cooking","2019-04-01"
"340335","Noodles, cooked, NS as to fat added in cooking","2019-04-01"
"340336","Noodles, cooked, fat not added in cooking","2019-04-01"
"340337","Noodles, cooked, fat added in cooking","2019-04-01"
"340338","Noodles, cooked, whole wheat, NS as to fat added in cooking","2019-04-01"
"340339","Noodles, cooked, whole wheat, fat not added in cooking","2019-04-01"
"340340","Noodles, cooked, spinach, NS as to fat added in cooking","2019-04-01"
"340341","Noodles, cooked, spinach, fat not added in cooking","2019-04-01"
"340342","Noodles, cooked, spinach, fat added in cooking","2019-04-01"
"340344","Long rice noodles (made from mung beans) cooked, NS as to fat added in cooking","2019-04-01"
"340345","Long rice noodles (made from mung beans), cooked, fat not added in cooking","2019-04-01"
"340346","Long rice noodles (made from mung beans), cooked, fat added in cooking","2019-04-01"
"340347","Chow fun rice noodles, cooked, NS as to fat added in cooking","2019-04-01"
"340348","Chow fun rice noodles, cooked, fat not added in cooking","2019-04-01"
"340349","Chow fun rice noodles, cooked, fat added in cooking","2019-04-01"
"340350","Spaghetti, cooked, NS as to fat added in cooking","2019-04-01"
"340351","Spaghetti, cooked, fat not added in cooking","2019-04-01"
"340352","Spaghetti, cooked, fat added in cooking","2019-04-01"
"340353","Spaghetti, cooked, whole wheat, NS as to fat added in cooking","2019-04-01"
"340354","Spaghetti, cooked, whole wheat, fat not added in cooking","2019-04-01"
"340355","Spaghetti, cooked, whole wheat, fat added in cooking","2019-04-01"
"340356","Pasta, gluten free","2019-04-01"
"340359","Barley, cooked, NS as to fat added in cooking","2019-04-01"
"340360","Barley, cooked, fat not added in cooking","2019-04-01"
"340361","Buckwheat groats, cooked, NS as to fat added in cooking","2019-04-01"
"340362","Buckwheat groats, cooked, fat not added in cooking","2019-04-01"
"340363","Buckwheat groats, cooked, fat added in cooking","2019-04-01"
"340407","Cornmeal dumpling","2019-04-01"
"340408","Cornmeal sticks, boiled","2019-04-01"
"340412","Millet, cooked, NS as to fat added in cooking","2019-04-01"
"340413","Millet, cooked, fat not added in cooking","2019-04-01"
"340414","Millet, cooked, fat added in cooking","2019-04-01"
"340415","Oatmeal, cooked, from fast food","2019-04-01"
"340446","Quinoa, cooked, NS as to fat added in cooking","2019-04-01"
"340447","Quinoa, cooked, fat not added in cooking","2019-04-01"
"340448","Quinoa, cooked, fat added in cooking","2019-04-01"
"340449","Rice, cooked, NFS","2019-04-01"
"340450","Rice, white, cooked, fat added in cooking, made with oil","2019-04-01"
"340451","Rice, white, cooked, fat added in cooking, made with butter","2019-04-01"
"340452","Rice, white, cooked, fat added in cooking, made with margarine","2019-04-01"
"340453","Rice, white, cooked, fat not added in cooking","2019-04-01"
"340454","Rice, brown, cooked, fat added in cooking, made with oil","2019-04-01"
"340455","Rice, brown, cooked, fat added in cooking, made with butter","2019-04-01"
"340456","Rice, brown, cooked, fat added in cooking, made with margarine","2019-04-01"
"340457","Rice, brown, cooked, fat not added in cooking","2019-04-01"
"340459","Rice, cooked, with milk","2019-04-01"
"340460","Rice, sweet (rice, cooked, with honey)","2019-04-01"
"340465","Congee (Asian)","2019-04-01"
"340466","Yellow rice, cooked, NS as to fat added in cooking","2019-04-01"
"340467","Yellow rice, cooked, fat not added in cooking","2019-04-01"
"340468","Yellow rice, cooked, fat added in cooking","2019-04-01"
"340469","Rice, white, cooked, glutinous","2019-04-01"
"340471","Rice, wild, 100%, cooked, NS as to fat added in cooking","2019-04-01"
"340472","Rice, wild, 100%, cooked, fat not added in cooking","2019-04-01"
"340473","Rice, wild, 100%, cooked, fat added in cooking","2019-04-01"
"340476","Rice, white and wild, cooked, fat not added in cooking","2019-04-01"
"340477","Rice, brown and wild, cooked, fat not added in cooking","2019-04-01"
"340478","Rice, white and wild, cooked, fat added in cooking","2019-04-01"
"340479","Rice, white and wild, cooked, NS as to fat added in cooking","2019-04-01"
"340480","Rice, brown and wild, cooked, fat added in cooking","2019-04-01"
"340481","Rice, brown and wild, cooked, NS as to fat added in cooking","2019-04-01"
"340482","Rice, white, cooked with (fat) oil, Puerto Rican style (Arroz blanco)","2019-04-01"
"340507","Bulgur, cooked or canned, fat not added in cooking","2019-04-01"
"340508","Bulgur, cooked or canned, fat added in cooking","2019-04-01"
"340509","Bulgur, cooked or canned, NS as to fat added in cooking","2019-04-01"
"340511","Couscous, plain, cooked, fat not added in cooking","2019-04-01"
"340512","Couscous, plain, cooked, NS as to fat added in cooking","2019-04-01"
"340513","Couscous, plain, cooked, fat added in cooking","2019-04-01"
"340539","Cereal, ready-to-eat, NFS","2019-04-01"
"340543","Alpha-bits with marshmallows","2019-04-01"
"340544","Apple Cinnamon Cheerios","2019-04-01"
"340545","Apple Jacks","2019-04-01"
"340547","Banana Nut Cheerios","2019-04-01"
"340548","Basic 4","2019-04-01"
"340550","Berry Burst Cheerios","2019-04-01"
"340551","Blueberry Morning, Post","2019-04-01"
"340552","Booberry","2019-04-01"
"340553","All-Bran Bran Buds, Kellogg's (formerly Bran Buds)","2019-04-01"
"340554","Cap'n Crunch","2019-04-01"
"340555","Cap'n Crunch's Christmas Crunch","2019-04-01"
"340556","Cap'n Crunch's Crunch Berries","2019-04-01"
"340557","Cap'n Crunch's Peanut Butter Crunch","2019-04-01"
"340560","Chex Chocolate","2019-04-01"
"340561","Chex Cinnamon","2019-04-01"
"340562","Chocolate Cheerios","2019-04-01"
"340563","Chocolate flavored frosted puffed corn cereal","2019-04-01"
"340564","Chocolate Lucky Charms","2019-04-01"
"340565","Cinnabon cereal","2019-04-01"
"340566","Cinnamon Toast Crunch","2019-04-01"
"340567","Cinnamon Toast Crunch Reduced Sugar","2019-04-01"
"340568","Honey Nut Clusters (formerly called Clusters)","2019-04-01"
"340756","Burrito, taco, or quesadilla with egg","2019-04-01"
"340757","Burrito, taco, or quesadilla with egg and potato","2019-04-01"
"340758","Burrito, taco, or quesadilla with egg and breakfast meat","2019-04-01"
"340759","Burrito, taco, or quesadilla with egg and breakfast meat, from fast food","2019-04-01"
"340760","Burrito, taco, or quesadilla with egg, potato, and breakfast meat","2019-04-01"
"340761","Burrito, taco, or quesadilla with egg, potato, and breakfast meat, from fast food","2019-04-01"
"340762","Burrito, taco, or quesadilla with egg, beans, and breakfast meat","2019-04-01"
