"id","description","last_updated"
"782065","Squirrel, cooked","2020-04-01"
"782066","Beaver, cooked","2020-04-01"
"782067","Raccoon, cooked","2020-04-01"
"782068","Armadillo, cooked","2020-04-01"
"782069","Wild pig, smoked","2020-04-01"
"782070","Ostrich, cooked","2020-04-01"
"782073","Chicken, NS as to part and cooking method, NS as to skin eaten","2020-04-01"
"782074","Chicken, NS as to part and cooking method, skin eaten","2020-04-01"
"782075","Chicken, NS as to part and cooking method, skin not eaten","2020-04-01"
"782076","Chicken, NS as to part, baked, broiled, or roasted, NS as to skin eaten","2020-04-01"
"782077","Chicken, NS as to part, baked, broiled, or roasted, skin eaten","2020-04-01"
"782078","Chicken, NS as to part, baked, broiled, or roasted, skin not eaten","2020-04-01"
"782079","Chicken, NS as to part, rotisserie, NS as to skin eaten","2020-04-01"
"782080","Chicken, NS as to part, rotisserie, skin eaten","2020-04-01"
"782081","Chicken, NS as to part, rotisserie, skin not eaten","2020-04-01"
"782082","Chicken, NS as to part, stewed, NS as to skin eaten","2020-04-01"
"782083","Chicken, NS as to part, stewed, skin eaten","2020-04-01"
"782084","Chicken, NS as to part, stewed, skin not eaten","2020-04-01"
"782085","Chicken, NS as to part, grilled without sauce, NS as to skin eaten","2020-04-01"
"782086","Chicken, NS as to part, grilled without sauce, skin eaten","2020-04-01"
"782087","Chicken, NS as to part, grilled without sauce, skin not eaten","2020-04-01"
"782088","Chicken, NS as to part, grilled with sauce, NS as to skin eaten","2020-04-01"
"782089","Chicken, NS as to part, grilled with sauce, skin eaten","2020-04-01"
"782090","Chicken, NS as to part, grilled with sauce, skin not eaten","2020-04-01"
"782091","Chicken, NS as to part, sauteed, skin eaten","2020-04-01"
"782092","Chicken, NS as to part, sauteed, skin not eaten","2020-04-01"
"782093","Chicken, NS as to part, fried, coated, skin / coating eaten","2020-04-01"
"782094","Chicken, NS as to part, fried, coated, skin / coating not eaten","2020-04-01"
"782095","Chicken, NS as to part, baked, coated, skin / coating eaten","2020-04-01"
"782096","Chicken, NS as to part, baked, coated, skin / coating not eaten","2020-04-01"
"782097","Chicken breast, NS as to cooking method, skin eaten","2020-04-01"
"782098","Chicken breast, NS as to cooking method, skin not eaten","2020-04-01"
"782099","Chicken breast, baked, broiled, or roasted, skin eaten, from raw","2020-04-01"
"782100","Chicken breast, baked, broiled, or roasted, skin not eaten, from raw","2020-04-01"
"782101","Chicken breast, baked or broiled, skin eaten, from pre-cooked","2020-04-01"
"782102","Chicken breast, baked or broiled, skin not eaten, from pre-cooked","2020-04-01"
"782103","Chicken breast, baked or broiled, skin eaten, from fast food / restaurant","2020-04-01"
"782104","Chicken breast, baked or broiled, skin not eaten, from fast food / restaurant","2020-04-01"
"782105","Chicken breast, baked, broiled, or roasted with marinade, skin eaten, from raw","2020-04-01"
"782106","Chicken breast, baked, broiled, or roasted with marinade, skin not eaten, from raw","2020-04-01"
"782107","Chicken breast, rotisserie, skin eaten","2020-04-01"
"782108","Chicken breast, rotisserie, skin not eaten","2020-04-01"
"782109","Chicken breast, stewed, skin eaten","2020-04-01"
"782110","Chicken breast, stewed, skin not eaten","2020-04-01"
"782111","Chicken breast, grilled without sauce, skin eaten","2020-04-01"
"782112","Chicken breast, grilled without sauce, skin not eaten","2020-04-01"
"782113","Chicken breast, grilled with sauce, skin eaten","2020-04-01"
"782114","Chicken breast, grilled with sauce, skin not eaten","2020-04-01"
"782115","Chicken breast, sauteed, skin eaten","2020-04-01"
"782116","Chicken breast, sauteed, skin not eaten","2020-04-01"
"782117","Chicken breast, fried, coated, skin / coating eaten, from raw","2020-04-01"
"782118","Chicken breast, fried, coated, skin / coating not eaten, from raw","2020-04-01"
"782119","Chicken breast, fried, coated, prepared skinless, coating eaten, from raw","2020-04-01"
"782120","Chicken breast, fried, coated, skin / coating eaten, from pre-cooked","2020-04-01"
"782121","Chicken breast, fried, coated, skin / coating not eaten, from pre-cooked","2020-04-01"
"782122","Chicken breast, fried, coated, skin / coating eaten, from fast food / restaurant","2020-04-01"
"782123","Chicken breast, fried, coated, skin / coating not eaten, from fast food / restaurant","2020-04-01"
"782124","Chicken breast, baked, coated, skin / coating eaten","2020-04-01"
"782125","Chicken breast, baked, coated, skin / coating not eaten","2020-04-01"
"782126","Chicken leg, drumstick and thigh, NS as to cooking method, skin eaten","2020-04-01"
"782127","Chicken leg, drumstick and thigh, NS as to cooking method, skin not eaten","2020-04-01"
"782128","Chicken leg, drumstick and thigh, baked or broiled, skin eaten","2020-04-01"
"782129","Chicken leg, drumstick and thigh, baked or broiled, skin not eaten","2020-04-01"
"782130","Chicken leg, drumstick and thigh, rotisserie, skin eaten","2020-04-01"
"782131","Chicken leg, drumstick and thigh, rotisserie, skin not eaten","2020-04-01"
"782132","Chicken leg, drumstick and thigh, stewed, skin eaten","2020-04-01"
"782133","Chicken leg, drumstick and thigh, stewed, skin not eaten","2020-04-01"
"782134","Chicken leg, drumstick and thigh, grilled without sauce, skin eaten","2020-04-01"
"782135","Chicken leg, drumstick and thigh, grilled without sauce, skin not eaten","2020-04-01"
"782136","Chicken leg, drumstick and thigh, grilled with sauce, skin eaten","2020-04-01"
"782137","Chicken leg, drumstick and thigh, grilled with sauce, skin not eaten","2020-04-01"
"782138","Chicken leg, drumstick and thigh, sauteed, skin eaten","2020-04-01"
"782139","Chicken leg, drumstick and thigh, sauteed, skin not eaten","2020-04-01"
"782140","Chicken leg, drumstick and thigh, fried, coated, skin / coating eaten","2020-04-01"
"782141","Chicken leg, drumstick and thigh, fried, coated, skin / coating not eaten","2020-04-01"
"782142","Chicken leg, drumstick and thigh, baked, coated, skin / coating eaten","2020-04-01"
"782143","Chicken leg, drumstick and thigh, baked, coated, skin / coating not eaten","2020-04-01"
"782144","Chicken drumstick, NS as to cooking method, skin eaten","2020-04-01"
"782145","Chicken drumstick, NS as to cooking method, skin not eaten","2020-04-01"
"782146","Chicken drumstick, baked, broiled, or roasted, skin eaten, from raw","2020-04-01"
"782147","Chicken drumstick, baked, broiled, or roasted, skin not eaten, from raw","2020-04-01"
"782148","Chicken drumstick, baked or broiled, skin eaten, from pre-cooked","2020-04-01"
"782149","Chicken drumstick, baked or broiled, skin not eaten, from pre-cooked","2020-04-01"
"782150","Chicken drumstick, baked or broiled, skin eaten, from fast food / restaurant","2020-04-01"
"782151","Chicken drumstick, baked or broiled, skin not eaten, from fast food / restaurant","2020-04-01"
"782152","Chicken drumstick, rotisserie, skin eaten","2020-04-01"
"782153","Chicken drumstick, rotisserie, skin not eaten","2020-04-01"
"782154","Chicken drumstick, grilled without sauce, skin eaten","2020-04-01"
"782155","Chicken drumstick, grilled without sauce, skin not eaten","2020-04-01"
"782156","Chicken drumstick, grilled with sauce, skin eaten","2020-04-01"
"782157","Chicken drumstick, grilled with sauce, skin not eaten","2020-04-01"
"782158","Chicken drumstick, stewed, skin eaten","2020-04-01"
"782159","Chicken drumstick, stewed, skin not eaten","2020-04-01"
"782160","Chicken drumstick, sauteed, skin eaten","2020-04-01"
"782161","Chicken drumstick, sauteed, skin not eaten","2020-04-01"
"782162","Chicken drumstick, fried, coated, skin / coating eaten, from raw","2020-04-01"
"782163","Chicken drumstick, fried, coated, skin / coating not eaten, from raw","2020-04-01"
"782164","Chicken drumstick, fried, coated, prepared skinless, coating eaten, from raw","2020-04-01"
"782165","Chicken drumstick, fried, coated, skin / coating eaten, from pre-cooked","2020-04-01"
"782166","Chicken drumstick, fried, coated, skin / coating not eaten, from pre-cooked","2020-04-01"
"782167","Chicken drumstick, fried, coated, skin / coating eaten, from fast food / restaurant","2020-04-01"
"782168","Chicken drumstick, fried, coated, skin / coating not eaten, from fast food / restaurant","2020-04-01"
"782169","Chicken drumstick, baked, coated, skin / coating eaten","2020-04-01"
"782170","Chicken drumstick, baked, coated, skin / coating not eaten","2020-04-01"
"782171","Chicken thigh, NS as to cooking method, skin eaten","2020-04-01"
"782172","Chicken thigh, NS as to cooking method, skin not eaten","2020-04-01"
"782173","Chicken thigh, baked, broiled, or roasted, skin eaten, from raw","2020-04-01"
"782174","Chicken thigh, baked, broiled, or roasted, skin not eaten, from raw","2020-04-01"
"782175","Chicken thigh, baked or broiled, skin eaten, from pre-cooked","2020-04-01"
"782176","Chicken thigh, baked or broiled, skin not eaten, from pre-cooked","2020-04-01"
"782177","Chicken thigh, baked or broiled, skin eaten, from fast food / restaurant","2020-04-01"
"782178","Chicken thigh, baked or broiled, skin not eaten, from fast food / restaurant","2020-04-01"
"782179","Chicken thigh, rotisserie, skin eaten","2020-04-01"
"782180","Chicken thigh, rotisserie, skin not eaten","2020-04-01"
"782181","Chicken thigh, stewed, skin eaten","2020-04-01"
"782182","Chicken thigh, stewed, skin not eaten","2020-04-01"
"782183","Chicken thigh, grilled without sauce, skin eaten","2020-04-01"
"782184","Chicken thigh, grilled without sauce, skin not eaten","2020-04-01"
"782185","Chicken thigh, grilled with sauce, skin eaten","2020-04-01"
"782186","Chicken thigh, grilled with sauce, skin not eaten","2020-04-01"
"782187","Chicken thigh, sauteed, skin eaten","2020-04-01"
"782188","Chicken thigh, sauteed, skin not eaten","2020-04-01"
"782189","Chicken thigh, fried, coated, skin / coating eaten, from raw","2020-04-01"
"782190","Chicken thigh, fried, coated, skin / coating not eaten, from raw","2020-04-01"
"782191","Chicken thigh, fried, coated, prepared skinless, coating eaten, from raw","2020-04-01"
"782192","Chicken thigh, fried, coated, skin / coating eaten, from pre-cooked","2020-04-01"
"782193","Chicken thigh, fried, coated, skin / coating not eaten, from pre-cooked","2020-04-01"
"782194","Chicken thigh, fried, coated, skin / coating eaten, from fast food","2020-04-01"
"782195","Chicken thigh, fried, coated, skin / coating not eaten, from fast food","2020-04-01"
"782196","Chicken thigh, fried, coated, skin / coating eaten, from restaurant","2020-04-01"
"782197","Chicken thigh, fried, coated, skin / coating not eaten, from restaurant","2020-04-01"
"782198","Chicken thigh, baked, coated, skin / coating eaten","2020-04-01"
"782199","Chicken thigh, baked, coated, skin / coating not eaten","2020-04-01"
"782200","Chicken wing, NS as to cooking method","2020-04-01"
"782201","Chicken wing, baked, broiled, or roasted, from raw","2020-04-01"
"782202","Chicken wing, baked or broiled, from pre-cooked","2020-04-01"
"782203","Chicken wing, baked or broiled, from fast food / restaurant","2020-04-01"
"782204","Chicken wing, rotisserie","2020-04-01"
"782205","Chicken wing, stewed","2020-04-01"
"782206","Chicken wing, grilled without sauce","2020-04-01"
"782207","Chicken wing, grilled with sauce","2020-04-01"
"782208","Chicken wing, sauteed","2020-04-01"
"782209","Chicken wing, fried, coated, from raw","2020-04-01"
"782210","Chicken wing, fried, coated, from pre-cooked","2020-04-01"
"782211","Chicken wing, fried, coated, from fast food","2020-04-01"
"782212","Chicken wing, fried, coated, from restaurant","2020-04-01"
"782213","Chicken wing, baked, coated","2020-04-01"
"782214","Chicken ""wings"" with hot sauce, from fast food / restaurant","2020-04-01"
"782215","Chicken ""wings"" with other sauces or seasoning, from fast food / restaurant","2020-04-01"
"782216","Chicken ""wings"", plain, from fast food / restaurant","2020-04-01"
"782217","Chicken ""wings"" with hot sauce, from precooked","2020-04-01"
"782218","Chicken ""wings"" with other sauces or seasoning, from precooked","2020-04-01"
"782219","Chicken ""wings"", plain, from precooked","2020-04-01"
"782220","Chicken ""wings"" with hot sauce, from other sources","2020-04-01"
"782221","Chicken ""wings"" with other sauces or seasoning, from other sources","2020-04-01"
"782222","Chicken ""wings"", plain, from other sources","2020-04-01"
"782223","Chicken ""wings"", boneless, with hot sauce, from fast food / restaurant","2020-04-01"
"782224","Chicken ""wings"", boneless, with hot sauce, from other sources","2020-04-01"
"782225","Chicken, back","2020-04-01"
"782226","Chicken, neck or ribs","2020-04-01"
"782227","Chicken, tail","2020-04-01"
"782228","Chicken skin","2020-04-01"
"782229","Chicken feet","2020-04-01"
"782230","Chicken, canned, meat only","2020-04-01"
"782231","Chicken, chicken roll, roasted","2020-04-01"
"782232","Chicken patty, breaded","2020-04-01"
"782233","Chicken fillet, breaded","2020-04-01"
"782234","Chicken fillet, grilled","2020-04-01"
"782235","Chicken, ground","2020-04-01"
"782236","Chicken nuggets, NFS","2020-04-01"
"782237","Chicken nuggets, from fast food","2020-04-01"
"782238","Chicken nuggets, from restaurant","2020-04-01"
"782239","Chicken nuggets, from school lunch","2020-04-01"
"782240","Chicken nuggets, from frozen","2020-04-01"
"782241","Chicken nuggets, from other sources","2020-04-01"
"782242","Chicken tenders or strips, NFS","2020-04-01"
"782243","Chicken tenders or strips, breaded, from fast food","2020-04-01"
"782244","Chicken tenders or strips, breaded, from restaurant","2020-04-01"
"782245","Chicken tenders or strips, breaded, from school lunch","2020-04-01"
"782246","Chicken tenders or strips, breaded, from frozen","2020-04-01"
"782247","Chicken tenders or strips, breaded, from other sources","2020-04-01"
"782248","Fried chicken chunks, Puerto Rican style","2020-04-01"
"782249","Turkey, NFS","2020-04-01"
"782250","Turkey, light meat, skin not eaten","2020-04-01"
"782251","Turkey, light meat, skin eaten","2020-04-01"
"782252","Turkey, light meat, breaded, baked or fried, skin not eaten","2020-04-01"
"782253","Turkey, light meat, breaded, baked or fried, skin eaten","2020-04-01"
"782254","Turkey, light meat, roasted, skin not eaten","2020-04-01"
"782255","Turkey, light meat, roasted, skin eaten","2020-04-01"
"782256","Turkey, dark meat, roasted, skin not eaten","2020-04-01"
"782257","Turkey, dark meat, roasted, skin eaten","2020-04-01"
"782258","Turkey, light and dark meat, roasted, skin not eaten","2020-04-01"
"782259","Turkey, light and dark meat, roasted, skin eaten","2020-04-01"
"782260","Turkey, light or dark meat, fried, coated, skin not eaten","2020-04-01"
"782261","Turkey, light or dark meat, fried, coated, skin eaten","2020-04-01"
"782262","Turkey, light or dark meat, stewed, skin not eaten","2020-04-01"
"782263","Turkey light or dark meat, stewed, skin eaten","2020-04-01"
"782264","Turkey, light or dark meat, smoked, skin eaten","2020-04-01"
"782265","Turkey, light or dark meat, smoked, skin not eaten","2020-04-01"
"782266","Turkey, drumstick, cooked, skin not eaten","2020-04-01"
"782267","Turkey, drumstick, cooked, skin eaten","2020-04-01"
"782268","Turkey, drumstick, roasted, skin not eaten","2020-04-01"
"782269","Turkey, drumstick, roasted, skin eaten","2020-04-01"
"782270","Turkey, drumstick, smoked, skin eaten","2020-04-01"
"782271","Turkey, thigh, cooked, skin eaten","2020-04-01"
"782272","Turkey, thigh, cooked, skin not eaten","2020-04-01"
"782273","Turkey, neck","2020-04-01"
"782274","Turkey, wing, cooked, skin not eaten","2020-04-01"
"782275","Turkey, wing, cooked, skin eaten","2020-04-01"
"782276","Turkey, wing, smoked, skin eaten","2020-04-01"
"782277","Turkey, tail","2020-04-01"
"782278","Turkey, back","2020-04-01"
"782279","Turkey, canned","2020-04-01"
"782280","Turkey, ground","2020-04-01"
"782281","Turkey, nuggets","2020-04-01"
"782286","Duck, cooked, skin eaten","2020-04-01"
"782287","Duck, cooked, skin not eaten","2020-04-01"
"782288","Duck, roasted, skin eaten","2020-04-01"
"782289","Duck, roasted, skin not eaten","2020-04-01"
